"rp","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ntreatment","ncontrol","outcomes1_2","outcome_t1","outcome_c1","outcome_t2","outcome_c2","ml2_ncp_variance"
"ML2","Choosing or Rejecting","seznam","CZE",1,82,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.09201,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01194
"ML2","Choosing or Rejecting","seznamon","CZE",0,117,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.06499,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00846
"ML2","Choosing or Rejecting","simmons","USA",1,96,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.07178,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01028
"ML2","Choosing or Rejecting","tamu","USA",1,85,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.0089,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01176
"ML2","Choosing or Rejecting","tilburgcaf","NLD",NA,81,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.15885,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01158
"ML2","Choosing or Rejecting","ulatina","CRI",1,211,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.21233,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00422
"ML2","Choosing or Rejecting","umich","USA",1,86,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.0279,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01161
"ML2","Choosing or Rejecting","unswonline","AUS",0,97,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.11144,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00999
"ML2","Choosing or Rejecting","vcu","USA",1,96,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.04002,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01038
"ML2","Choosing or Rejecting","vuw","NZL",0,100,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.00646,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01
"ML2","Choosing or Rejecting","westernkentucky","USA",1,162,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",0.04105,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00615
"ML2","Choosing or Rejecting","yale","USA",0,283,"Between","Sum of % choosing option A across two groups","1 sided proportion z-test","r",-0.00385,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00353
"ML2","Direction & Similarity","amity","IND",1,59,"Within","Within subjects t-test","Within subjects t-test","r",-0.04493,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01686
"ML2","Direction & Similarity","armstrong","USA",1,38,"Within","Within subjects t-test","Within subjects t-test","r",0.15981,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02467
"ML2","Direction & Similarity","aus2","ARE",1,84,"Within","Within subjects t-test","Within subjects t-test","r",-0.00179,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0119
"ML2","Direction & Similarity","bogota","COL",1,42,"Within","Within subjects t-test","Within subjects t-test","r",0.13098,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0228
"ML2","Direction & Similarity","brookcuny","USA",0,76,"Within","Within subjects t-test","Within subjects t-test","r",0.06,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01304
"ML2","Direction & Similarity","carleton","CAN",0,53,"Within","Within subjects t-test","Within subjects t-test","r",-0.01445,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01886
"ML2","Direction & Similarity","csunorthonline","USA",0,35,"Within","Within subjects t-test","Within subjects t-test","r",0.07443,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02818
"ML2","Direction & Similarity","fmkbelgrade","SRB",1,47,"Within","Within subjects t-test","Within subjects t-test","r",-0.12643,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02044
"ML2","Direction & Similarity","georgefox","USA",0,48,"Within","Within subjects t-test","Within subjects t-test","r",-0.00726,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02083
"ML2","Direction & Similarity","grazvienna","USA",0,46,"Within","Within subjects t-test","Within subjects t-test","r",-0.07116,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02147
"ML2","Direction & Similarity","hawaiion","USA",0,54,"Within","Within subjects t-test","Within subjects t-test","r",0.0381,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01845
"ML2","Direction & Similarity","help","MYS",1,39,"Within","Within subjects t-test","Within subjects t-test","r",0.11735,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02477
"ML2","Direction & Similarity","isb","IND",1,68,"Within","Within subjects t-test","Within subjects t-test","r",-0.00594,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0147
"ML2","Direction & Similarity","jmu","USA",0,40,"Within","Within subjects t-test","Within subjects t-test","r",-0.03027,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02494
"ML2","Direction & Similarity","kenyon","USA",1,54,"Within","Within subjects t-test","Within subjects t-test","r",0.00778,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01852
"ML2","Direction & Similarity","krakowon","POL",0,55,"Within","Within subjects t-test","Within subjects t-test","r",0.03085,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01814
"ML2","Direction & Similarity","kwazulu","ZAF",1,30,"Within","Within subjects t-test","Within subjects t-test","r",0.06304,NA,NA,"NA _ NA",NA,NA,NA,NA,0.033
"ML2","Direction & Similarity","louvain","BEL",1,42,"Within","Within subjects t-test","Within subjects t-test","r",0.03194,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02375
"ML2","Direction & Similarity","loyola","USA",1,150,"Within","Within subjects t-test","Within subjects t-test","r",0.01955,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00666
"ML2","Direction & Similarity","lse","GBR",1,48,"Within","Within subjects t-test","Within subjects t-test","r",0.03508,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02077
"ML2","Direction & Similarity","mcdanielonline","USA",0,69,"Within","Within subjects t-test","Within subjects t-test","r",0.0451,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01442
"ML2","Direction & Similarity","metu","TUR",0,46,"Within","Within subjects t-test","Within subjects t-test","r",-0.01523,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02173
"ML2","Direction & Similarity","moralsense","USA",0,388,"Within","Within subjects t-test","Within subjects t-test","r",-0.01315,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00258
"ML2","Direction & Similarity","mturk","USA",0,144,"Within","Within subjects t-test","Within subjects t-test","r",0.00092,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00694
"ML2","Direction & Similarity","mturk_india","IND",0,145,"Within","Within subjects t-test","Within subjects t-test","r",0.05549,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00684
"ML2","Direction & Similarity","munichon","IND",0,122,"Within","Within subjects t-test","Within subjects t-test","r",0.03911,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00817
"ML2","Direction & Similarity","northumbria","GBR",1,34,"Within","Within subjects t-test","Within subjects t-test","r",0.03729,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02931
"ML2","Direction & Similarity","osnabruck","DEU",1,47,"Within","Within subjects t-test","Within subjects t-test","r",0.12256,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02049
"ML2","Direction & Similarity","pascal","FRA",0,83,"Within","Within subjects t-test","Within subjects t-test","r",-0.04136,NA,NA,"NA _ NA",NA,NA,NA,NA,0.012
"ML2","Direction & Similarity","psualtoona","USA",1,85,"Within","Within subjects t-test","Within subjects t-test","r",0.02237,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01175
"ML2","Direction & Similarity","puc","CHL",0,38,"Within","Within subjects t-test","Within subjects t-test","r",-0.03294,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02624
"ML2","Direction & Similarity","queensland2","AUS",1,61,"Within","Within subjects t-test","Within subjects t-test","r",-0.16209,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01534
"ML2","Direction & Similarity","ritonline","USA",0,45,"Within","Within subjects t-test","Within subjects t-test","r",-0.04771,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0221
"ML2","Direction & Similarity","salford","GBR",1,42,"Within","Within subjects t-test","Within subjects t-test","r",0.07829,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02345
"ML2","Direction & Similarity","seznam","CZE",1,39,"Within","Within subjects t-test","Within subjects t-test","r",0.0015,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02564
"ML2","Direction & Similarity","seznamon","CZE",0,54,"Within","Within subjects t-test","Within subjects t-test","r",-0.03229,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01847
"ML2","Direction & Similarity","simmons","USA",1,40,"Within","Within subjects t-test","Within subjects t-test","r",-0.05258,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02483
"ML2","Direction & Similarity","swps","POL",1,43,"Within","Within subjects t-test","Within subjects t-test","r",-0.0185,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02324
"ML2","Direction & Similarity","tamucc","USA",1,38,"Within","Within subjects t-test","Within subjects t-test","r",0.08975,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02579
"ML2","Direction & Similarity","tilburg","NLD",1,50,"Within","Within subjects t-test","Within subjects t-test","r",-0.05577,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01984
"ML2","Direction & Similarity","tilburgcaf","NLD",NA,40,"Within","Within subjects t-test","Within subjects t-test","r",0.01617,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02498
"ML2","Direction & Similarity","ulatina","CRI",1,90,"Within","Within subjects t-test","Within subjects t-test","r",0.03921,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01107
"ML2","Direction & Similarity","umich","USA",1,33,"Within","Within subjects t-test","Within subjects t-test","r",0.06904,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02994
"ML2","Direction & Similarity","uned","ESP",0,37,"Within","Within subjects t-test","Within subjects t-test","r",-0.13426,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02583
"ML2","Direction & Similarity","unswonline","AUS",0,47,"Within","Within subjects t-test","Within subjects t-test","r",-0.02116,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02125
"ML2","Direction & Similarity","vcu","USA",1,37,"Within","Within subjects t-test","Within subjects t-test","r",-0.01447,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02701
"ML2","Direction & Similarity","vuw","NZL",0,41,"Within","Within subjects t-test","Within subjects t-test","r",0.00232,NA,NA,"NA _ NA",NA,NA,NA,NA,0.02439
"ML2","Direction & Similarity","westernkentucky","USA",1,83,"Within","Within subjects t-test","Within subjects t-test","r",-0.03139,NA,NA,"NA _ NA",NA,NA,NA,NA,0.01202
"ML2","Direction & Similarity","yale","USA",0,127,"Within","Within subjects t-test","Within subjects t-test","r",0.01659,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00787
"ML2","Actions are Choices","amity","IND",1,133,"Between","Hierarchical logistic regression","z-test","r",-0.01426,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00122
"ML2","Actions are Choices","amityon","IND",0,37,"Between","Hierarchical logistic regression","z-test","r",-0.00656,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00485
"ML2","Actions are Choices","armstrong","USA",1,58,"Between","Hierarchical logistic regression","z-test","r",-0.05352,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00407
"ML2","Actions are Choices","aus2","ARE",1,136,"Between","Hierarchical logistic regression","z-test","r",-0.10525,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00136
"ML2","Actions are Choices","bogota","COL",1,88,"Between","Hierarchical logistic regression","z-test","r",-0.06954,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00282
"ML2","Actions are Choices","brookcuny","USA",0,130,"Between","Hierarchical logistic regression","z-test","r",-0.07985,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00146
"ML2","Actions are Choices","carleton","CAN",0,93,"Between","Hierarchical logistic regression","z-test","r",-0.11955,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00237
"ML2","Actions are Choices","cas","CHN",1,43,"Between","Hierarchical logistic regression","z-test","r",0.066,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00432
"ML2","Actions are Choices","csunorthonline","USA",0,72,"Between","Hierarchical logistic regression","z-test","r",-0.06274,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00289
"ML2","Actions are Choices","fmkbelgrade","SRB",1,78,"Between","Hierarchical logistic regression","z-test","r",-0.16531,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00355
"ML2","Actions are Choices","georgefox","USA",0,97,"Between","Hierarchical logistic regression","z-test","r",-0.20992,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0023
"ML2","Actions are Choices","grazvienna","USA",0,62,"Between","Hierarchical logistic regression","z-test","r",-0.15363,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00401
"ML2","Actions are Choices","hawaiion","USA",0,110,"Between","Hierarchical logistic regression","z-test","r",-0.25764,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00173
"ML2","Actions are Choices","help","MYS",1,68,"Between","Hierarchical logistic regression","z-test","r",-0.08573,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00287
"ML2","Actions are Choices","isb","IND",1,122,"Between","Hierarchical logistic regression","z-test","r",-0.01638,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00133
"ML2","Actions are Choices","jmu","USA",0,76,"Between","Hierarchical logistic regression","z-test","r",-0.19343,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00295
"ML2","Actions are Choices","kenyon","USA",1,79,"Between","Hierarchical logistic regression","z-test","r",-0.01462,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00319
"ML2","Actions are Choices","krakowon","POL",0,84,"Between","Hierarchical logistic regression","z-test","r",-0.03679,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0027
"ML2","Actions are Choices","kwazulu","ZAF",1,58,"Between","Hierarchical logistic regression","z-test","r",-0.21199,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00249
"ML2","Actions are Choices","louvain","BEL",1,75,"Between","Hierarchical logistic regression","z-test","r",-0.16692,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00246
"ML2","Actions are Choices","loyola","USA",1,266,"Between","Hierarchical logistic regression","z-test","r",-0.1419,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00082
"ML2","Actions are Choices","lse","GBR",1,91,"Between","Hierarchical logistic regression","z-test","r",-0.13749,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00236
"ML2","Actions are Choices","mcdanielonline","USA",0,125,"Between","Hierarchical logistic regression","z-test","r",-0.17416,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00171
"ML2","Actions are Choices","metu","TUR",0,88,"Between","Hierarchical logistic regression","z-test","r",-0.10228,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00248
"ML2","Actions are Choices","moralsense","USA",0,641,"Between","Hierarchical logistic regression","z-test","r",-0.05289,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00035
"ML2","Actions are Choices","mturk","USA",0,323,"Between","Hierarchical logistic regression","z-test","r",-0.04042,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00071
"ML2","Actions are Choices","mturk_india","IND",0,325,"Between","Hierarchical logistic regression","z-test","r",-0.03876,NA,NA,"NA _ NA",NA,NA,NA,NA,5e-04
"ML2","Actions are Choices","munich","DEU",1,61,"Between","Hierarchical logistic regression","z-test","r",-0.02247,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00356
"ML2","Actions are Choices","munichon","DEU",1,140,"Between","Hierarchical logistic regression","z-test","r",-0.1168,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00208
"ML2","Actions are Choices","northumbria","GBR",1,68,"Between","Hierarchical logistic regression","z-test","r",0.03231,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00365
"ML2","Actions are Choices","osnabruck","DEU",1,36,"Between","Hierarchical logistic regression","z-test","r",-0.09318,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00678
"ML2","Actions are Choices","ouhk","HKG",1,56,"Between","Hierarchical logistic regression","z-test","r",-0.06958,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00506
"ML2","Actions are Choices","padua","ITA",1,42,"Between","Hierarchical logistic regression","z-test","r",-0.12935,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00448
"ML2","Actions are Choices","pascal","FRA",0,57,"Between","Hierarchical logistic regression","z-test","r",-0.12768,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00287
"ML2","Actions are Choices","psualtoona","USA",1,122,"Between","Hierarchical logistic regression","z-test","r",-0.13576,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0019
"ML2","Actions are Choices","puc","CHL",0,56,"Between","Hierarchical logistic regression","z-test","r",-0.11202,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00349
"ML2","Actions are Choices","queensland2","AUS",1,98,"Between","Hierarchical logistic regression","z-test","r",-0.07944,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00224
"ML2","Actions are Choices","ritonline","USA",0,74,"Between","Hierarchical logistic regression","z-test","r",-0.26656,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00282
"ML2","Actions are Choices","rotterdam","NLD",1,50,"Between","Hierarchical logistic regression","z-test","r",-0.09207,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00424
"ML2","Actions are Choices","salford","GBR",1,70,"Between","Hierarchical logistic regression","z-test","r",-0.07787,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00341
"ML2","Actions are Choices","seznam","CZE",1,35,"Between","Hierarchical logistic regression","z-test","r",-0.02296,NA,NA,"NA _ NA",NA,NA,NA,NA,0.0088
"ML2","Actions are Choices","seznamon","CZE",0,71,"Between","Hierarchical logistic regression","z-test","r",-0.07068,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00369
"ML2","Actions are Choices","simmons","USA",1,55,"Between","Hierarchical logistic regression","z-test","r",-0.1048,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00446
"ML2","Actions are Choices","swps","POL",1,65,"Between","Hierarchical logistic regression","z-test","r",-0.01665,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00395
"ML2","Actions are Choices","tamu","USA",1,71,"Between","Hierarchical logistic regression","z-test","r",-0.21038,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00338
"ML2","Actions are Choices","tamucc","USA",1,81,"Between","Hierarchical logistic regression","z-test","r",-0.22523,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00265
"ML2","Actions are Choices","tanzania","TZA",1,36,"Between","Hierarchical logistic regression","z-test","r",0.02071,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00428
"ML2","Actions are Choices","tilburg","NLD",1,78,"Between","Hierarchical logistic regression","z-test","r",-0.16612,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00354
"ML2","Actions are Choices","tilburgcaf","NLD",NA,61,"Between","Hierarchical logistic regression","z-test","r",-0.10629,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00446
"ML2","Actions are Choices","ulatina","CRI",1,157,"Between","Hierarchical logistic regression","z-test","r",-0.20017,NA,NA,"NA _ NA",NA,NA,NA,NA,0.00118
