Study number,Study code,Study reference,Experiment number,Study short name,Retrieved from,Document Type,On money priming?,Empirical?,Random Assignment,Neutral Comparison?,Eligible?,Why not?,Able to compute effect size?,Included?,Notes,dep,prime,prime (extra notes).,year ,jrnl,published,replication,Preregistered,Prime Type (coder 1),Prime Type (coder 2),Prime Type (coder agreement),Prime Type (final code),Setting (coder 1),Setting (coder 2),Setting (code agreement),Setting (final code),Behavioral vs non-behavioral (coder 1),Behavioral vs non-behavioral (coder 2),Behavioral vs non-behavioral (code agreement),Behavioral vs. Non-behavioral,Problems?,Multiple DV?,Interaction?,Notes ,2nd factor,Simple main effect,Interaction Identification (1=Largest predicted effect),Notes,Contact Author?,Information to seek,Aggregated across DVs?,d,var of d,g,var of g,Notes.,Notes:    1st DV,Effect size (D) (Reported),significance,n1,n2,N,m1 ,m2,sd1,sd2,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,log odds ratio,percent1,percent2,Odds ratio,A,B,C,D,variance of log odds ratio,Type of test statistics,Value of test statistics,converted d,variance of d,converted g,variance of g,Notes: 2nd effect size,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,log odds ratio,variance of log odds ratio,Type of test statistics,Value of test statistics,converted d,variance of d,converted g,variance of g,Notes: 3rd effect size,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,Notes,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g
714,714,"Malherbe, Abraham J (2011). Godliness, Self-Sufficiency, Greed, and the Enjoyment of Wealth 1 Timothy 6:3-19 Part II. NOVUM TESTAMENTUM, 53, 73-96",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,715,"Habsieger, Laurent (2010). An effective version of the Bombieri-Vinogradov theorem, and applications to Chen's theorem and to sums of primes and powers of two. ARCHIV DER MATHEMATIK, 95, 557-566",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,716,"Rochet, Jean-Charles (2010). Systemic Risk: Changing the Regulatory Perspective. INTERNATIONAL JOURNAL OF CENTRAL BANKING, 6, 259-276",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,717,"Zhang, Rui (2010). Development of Juglans Regia SSR Markers by Data Mining of the EST Database. PLANT MOLECULAR BIOLOGY REPORTER, 28, 646-653",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,718,"Vezzani, Dario (2011). PCR detection of Dirofilaria immitis in Aedes aegypti and Culex pipiens from urban temperate Argentina. PARASITOLOGY RESEARCH, 108, 985-989",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,719,"Angeleri Hugel, Lidia (2011). Tilting Modules Arising from Ring Epimorphisms. ALGEBRAS AND REPRESENTATION THEORY, 14, 217-246",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,720,"Blumenthal, Jeremy A (2011). THE POLLING PLACE PRIMING (PPP) EFFECT: IS VOTING IN CHURCHES (OR ANYWHERE ELSE) UNCONSTITUTIONAL?. BOSTON UNIVERSITY LAW REVIEW, 91, 561-599",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,721,"Benitez-Galbraith, Jacqueline (2011). Gender Images and the Evolution of Work Roles in Mexican Film: A Pilot Content Study of Pre- and Post-NAFTA Periods. HISPANIC RESEARCH JOURNAL-IBERIAN AND LATIN AMERICAN STUDIES, 12, 167-183",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,722,"Flores, Ramon J (2011). The cellular structure of the classifying spaces of finite groups. ISRAEL JOURNAL OF MATHEMATICS, 184, 129-156",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,723,"Singhi, Nikhil (2011). Minimal logarithmic signatures for classical groups. DESIGNS CODES AND CRYPTOGRAPHY, 60, 183-195",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,724,"Tausiet, Maria (2011). EQUIVOCAL QUINTESSENCE. SPIRITUAL ALCHEMY AND COUNTERFEIT MONEY IN 16TH-CENTURY SPAIN. ASCLEPIO-REVISTA DE HISTORIA DE LA MEDICINA Y DE LA CIENCIA, 63, 319-347",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,725,"Bijleveld, Erik (2011). Once the money is in sight: Distinctive effects of conscious and unconscious rewards on task performance. JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY, 47, 865-869",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,726,"Beliakova, Anna (2011). A unified quantum SO(3) invariant for rational homology 3-spheres. INVENTIONES MATHEMATICAE, 185, 121-174",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,727,"Eichler, Stefan (2011). What Can Currency Crisis Models Tell Us about the Risk of Withdrawal from the EMU? Evidence from ADR Data. JCMS-JOURNAL OF COMMON MARKET STUDIES, 49, 719-739",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,728,"Pavey, Louisa (2011). Highlighting Relatedness Promotes Prosocial Motives and Behavior. PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN, 37, 905-917",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,729,"Chang, Hui-Lung (2011). The asymmetric adjustment between lending-deposit rates in G8 countries: Evidence from rank test. AFRICAN JOURNAL OF BUSINESS MANAGEMENT, 5, 4432-4437",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,730,"Codron, Daryl (2011). When animals are not quite what they eat: diet digestibility influences C-13-incorporation rates and apparent discrimination in a mixed-feeding herbivore. CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE, 89, 453-465",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,731,"Kuru, Teklu (2011). Leishmania aethiopica: Development of specific and sensitive PCR diagnostic test. EXPERIMENTAL PARASITOLOGY, 128, 391-395",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,732,"Mourier, Arnaud (2011). Tracing the Trail of Protons through Complex I of the Mitochondrial Respiratory Chain. PLOS BIOLOGY, 9, ",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,733,"Narkiewicz, Wladyslaw (2011). Integers without divisors in a given progression. MONATSHEFTE FUR MATHEMATIK, 164, 75-85",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,734,"XiaoHui, Hua (2011). Cubic semisymmetric graphs of order 8p (3). SCIENCE CHINA-MATHEMATICS, 54, 1937-1949",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,735,"Scanlon, Kathleen (2011). The UK mortgage market: responding to volatility. JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT, 26, 277-293",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,736,"Aziziheris, Kamal (2011). Bounding the Derived Length for a Given Set of Character Degrees. ALGEBRAS AND REPRESENTATION THEORY, 14, 949-958",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,737,"Spaapen, Jack (2011). Introducing `productive interactions' in social impact assessment. RESEARCH EVALUATION, 20, 211-218",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,738,"Drobna, Zuzana (2012). Identification of the GST-T1 and GST-M1 Null Genotypes Using High Resolution Melting Analysis. CHEMICAL RESEARCH IN TOXICOLOGY, 25, 216-224",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,739,"Souza-Junior, Eduardo Jose (2012). The effect of curing light and chemical catalyst on the degree of conversion of two dual cured resin luting cements. LASERS IN MEDICAL SCIENCE, 27, 145-151",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,740,"Stewart, Grant D (2011). Utilizing mRNA extracted from small, archival formalin-fixed paraffin-embedded prostate samples for translational research: assessment of the effect of increasing sample age and storage temperature. INTERNATIONAL UROLOGY AND NEPHROLOGY, 43, 961-967",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,741,"Mohammed, Monzoorul Haque (2011). i-rDNA: alignment-free algorithm for rapid in silico detection of ribosomal gene fragments from metagenomic sequence data sets. BMC GENOMICS, 12, ",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,742,"Johnson, Jennifer C (2011). For money or service? a cross-sectional survey of preference for financial versus non-financial rural practice characteristics among ghanaian medical students. BMC HEALTH SERVICES RESEARCH, 11, ",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,743,"Vanhove, Frederic (2011). A Higman inequality for regular near polygons. JOURNAL OF ALGEBRAIC COMBINATORICS, 34, 357-373",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,744,"Hui, Cho-Hoi (2011). FUNDING LIQUIDITY RISK AND DEVIATIONS FROM INTEREST-RATE PARITY DURING THE FINANCIAL CRISIS OF 2007-2009. INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS, 16, 307-323",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,745,"Moravec, Primoz (2011). On the Schur multipliers of finite p-groups of given coclass. ISRAEL JOURNAL OF MATHEMATICS, 185, 189-205",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,746,"Yang, N (2012). Finite groups with S-supplemented p-subgroups. SIBERIAN MATHEMATICAL JOURNAL, 53, 371-376",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,747,"Cheng, Ying-Yao (2012). Escaping the impulse to immediate gratification: The prospect concept promotes a future-oriented mindset, prompting an inclination towards delayed gratification. BRITISH JOURNAL OF PSYCHOLOGY, 103, 129-141",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,748,"Hussien, Yousry Mostafa (2012). Impact of DNA repair genes polymorphism (XPD and XRCC1) on the risk of breast cancer in Egyptian female patients. MOLECULAR BIOLOGY REPORTS, 39, 1895-1901",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,749,"Marathe, Sandhya A (2012). Direct detection of Salmonella without pre-enrichment in milk, ice-cream and fruit juice by PCR against hilA gene. FOOD CONTROL, 23, 559-563",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,750,"Wray, L R (2012). Modern Money Theory: A Primer on Macroeconomics for Sovereign Monetary Systems. MODERN MONEY THEORY: A PRIMER ON MACROECONOMICS FOR SOVEREIGN MONETARY SYSTEMS, , 1-294",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,751,"Wray, L Randall (2012). Modern Money Theory A Primer on Macroeconomics for Sovereign Monetary Systems Preface. MODERN MONEY THEORY: A PRIMER ON MACROECONOMICS FOR SOVEREIGN MONETARY SYSTEMS, , IX+",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,752,"Wray, L Randall (2012). Modern Money Theory A Primer on Macroeconomics for Sovereign Monetary Systems Conclusions. MODERN MONEY THEORY: A PRIMER ON MACROECONOMICS FOR SOVEREIGN MONETARY SYSTEMS, , 282",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,753,"Chan, Tze-Haw (2012). Malaysia-China in the Liberalization Era: Structural Modelling of International Parity Conditions and Transmission Mechanism. GLOBAL ECONOMIC REVIEW, 41, 259-277",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,754,"Francis, Roy Mathew (2012). SINGLE ASSAY DETECTION OF ACUTE BEE PARALYSIS VIRUS, KASHMIR BEE VIRUS AND ISRAELI ACUTE PARALYSIS VIRUS. JOURNAL OF APICULTURAL SCIENCE, 56, 137-146",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,755,"Muskat, Jeremy (2012). Alternating group covers of the affine line. ISRAEL JOURNAL OF MATHEMATICS, 187, 117-139",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,756,"Dimitriyadis, Irini (2012). A Primer in Understanding Retirement Planning with Fuzzy Mathematics. JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING, 18, 267-289",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,757,"Yong, Jose C (2012). Cash in hand, want better looking mate: Significant resource cues raise men's mating standards. PERSONALITY AND INDIVIDUAL DIFFERENCES, 53, 55-58",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,758,"Kwon, Soon-Jae (2012). Genetic diversity, population structure and genome-wide marker-trait association analysis emphasizing seed nutrients of the USDA pea (Pisum sativum L.) core collection. GENES & GENOMICS, 34, 305-320",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,759,"Clark, Eric (2012). The Frobenius Complex. ANNALS OF COMBINATORICS, 16, 215-232",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,760,"Xue, Yi (2012). Butterfly effect: The US real estate market downturn and the Asian recession. FINANCE RESEARCH LETTERS, 9, 92-102",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,761,"Benedetto, John J (2012). Optimal Ambiguity Functions and Weil's Exponential Sum Bound. JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS, 18, 471-487",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,762,"Li, Y (2012). On weakly s-normal subgroups of finite groups. UKRAINIAN MATHEMATICAL JOURNAL, 63, 1770-1780",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,763,"Wu, Jin-Fang (2012). The high incidence of STR D21S1446 homozygosity in Han and She populations living in South Eastern China. JOURNAL OF ASSISTED REPRODUCTION AND GENETICS, 29, 337-341",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,764,"Acuna, Cintia V (2012). Discovery, validation, and in silico functional characterization of EST-SSR markers in Eucalyptus globulus. TREE GENETICS & GENOMES, 8, 289-301",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,765,"Bose, Arup (2012). Limiting Spectral Distribution of Random k-Circulants. JOURNAL OF THEORETICAL PROBABILITY, 25, 771-797",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,766,"Wang, Gang-Jin (2012). Similarity measure and topology evolution of foreign exchange markets using dynamic time warping method: Evidence from minimal spanning tree. PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS, 391, 4136-4146",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,767,"Yu, Douglas W (2012). Biodiversity soup: metabarcoding of arthropods for rapid biodiversity assessment and biomonitoring. METHODS IN ECOLOGY AND EVOLUTION, 3, 613-623",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,768,"Endimioni, Gerard (2012). On the centralizer and the commutator subgroup of an automorphism. MONATSHEFTE FUR MATHEMATIK, 167, 165-174",,,Web of Science,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
